X3499 | -0.186176650458997 -0.186176650458997
X1069 | -0.402204261627098 -0.402204261627098
X2773 | -0.764022581046497 -0.764022581046497
X6388 | -0.663629839662498 -0.663629839662498
X9030 | -0.966582498746 -0.966582498746
X7520 | -0.0497781804296977 -0.0497781804296977
X9342 | -2.8677294566296 -2.8677294566296
X8885 | -0.889803486876197 -0.889803486876197
X490 | -1.8875503654126 -1.8875503654126
X3924 | -2.9792184974068 -2.9792184974068
X3967 | -2.1265658475459 -2.1265658475459
X2827 | -2.265671762405 -2.265671762405
X8921 | -2.99519201321529 -2.99519201321529
X3431 | -1.4035018896684 -1.4035018896684
X8740 | -0.5709909035359 -0.5709909035359
X3656 | -2.2722537538503 -2.2722537538503
X7604 | -2.98718101065609 -2.98718101065609
X7213 | -0.304544876329601 -0.304544876329601
X5824 | -2.0782186926808 -2.0782186926808
X6618 | -1.0294074125122 -1.0294074125122
X1922 | -0.784252953249997 -0.784252953249997
X4237 | -0.664085470139995 -0.664085470139995
X3829 | -2.9859783605207 -2.9859783605207
X905 | -1.1404013237916 -1.1404013237916
X162 | -2.8056364988443 -2.8056364988443
X1198 | -0.371326278895197 -0.371326278895197
X1642 | -0.087526879738995 -0.087526879738995
X9178 | -0.1550744574051 -0.1550744574051
X8128 | -0.093327907612597 -0.093327907612597
X9542 | -2.8632749081589 -2.8632749081589
X7695 | -0.144785732030897 -0.144785732030897
X3627 | -0.178438012953897 -0.178438012953897
X630 | -2.0344250311609 -2.0344250311609
X8077 | -2.9412626763806 -2.9412626763806
X8545 | -2.6395033921581 -2.6395033921581
X9588 | -0.149304043035997 -0.149304043035997
X2658 | -2.1115041822196 -2.1115041822196
X515 | -2.3803460563067 -2.3803460563067
X7248 | -0.0880339080467962 -0.0880339080467962
X834 | -2.7312372489832 -2.7312372489832
X9307 | -0.576070443028598 -0.576070443028598
X8163 | -2.36700078402649 -2.36700078402649
X3002 | -1.3116105613299 -1.3116105613299
X9029 | -1.38304094458 -1.38304094458
X9026 | -1.242608207278 -1.242608207278
X2804 | -0.843854638980694 -0.843854638980694
X3769 | -2.8871046931017 -2.8871046931017
X8253 | -0.864549395162598 -0.864549395162598
X1153 | -0.208997444948196 -0.208997444948196
X3228 | -2.87347531551499 -2.87347531551499
X6738 | -2.5854179905728 -2.5854179905728
X9131 | -0.800158901140101 -0.800158901140101
X2440 | -2.6176974324044 -2.6176974324044
X5317 | -2.4060816429556 -2.4060816429556
X1295 | -0.192433412186794 -0.192433412186794
X8380 | -0.639766911976096 -0.639766911976096
X7943 | -0.597201959928498 -0.597201959928498
X3513 | -2.0098765888252 -2.0098765888252
X1393 | -2.257982845651 -2.257982845651
X2508 | -1.4444195700344 -1.4444195700344
X2223 | -1.4397245922592 -1.4397245922592
X3060 | -0.249707247130601 -0.249707247130601
X3314 | -0.0397623593452963 -0.0397623593452963
X1140 | -0.188517896225697 -0.188517896225697
X8374 | -1.28371120314119 -1.28371120314119
X1614 | -2.7095253753942 -2.7095253753942
X6476 | -0.578941899351797 -0.578941899351797
X8126 | -0.0293926710728982 -0.0293926710728982
X6449 | -2.496283241082 -2.496283241082
X399 | -2.8852463385556 -2.8852463385556
X8803 | -0.1178163103759 -0.1178163103759
X2519 | -2.0653718509711 -2.0653718509711
X2066 | -2.8985683098436 -2.8985683098436
X9375 | -0.950396926375099 -0.950396926375099
X4661 | -2.0612609465607 -2.0612609465607
X8819 | -2.00660403608349 -2.00660403608349
X1310 | -1.8969854568131 -1.8969854568131
X1740 | -0.0324552746023983 -0.0324552746023983
X2472 | -2.4414221425541 -2.4414221425541
X2966 | -2.8927849112079 -2.8927849112079
X4038 | -1.0726059819572 -1.0726059819572
X6208 | -2.22045497735959 -2.22045497735959
X9706 | -0.0854458431712999 -0.0854458431712999
X829 | -2.81454890943129 -2.81454890943129
X3242 | -0.946926706703401 -0.946926706703401
X2584 | -0.00803874805569649 -0.00803874805569649
X3851 | -2.1003393076826 -2.1003393076826
X1554 | -1.4560650838539 -1.4560650838539
X3654 | -1.4417965735775 -1.4417965735775
X8042 | -0.837730365805299 -0.837730365805299
X8648 | -2.10720021254379 -2.10720021254379
X6940 | -1.0577260949649 -1.0577260949649
X9023 | -1.9633565701079 -1.9633565701079
X6122 | -2.5411594093312 -2.5411594093312
X8329 | -0.742040863260598 -0.742040863260598
X7089 | -0.4064914199989 -0.4064914199989
X2432 | -0.220614786492696 -0.220614786492696
X8715 | -0.389029014855595 -0.389029014855595
X10018 | -1.0508314543404 -1.0508314543404
X2669 | -1.5974063838367 -1.5974063838367
X5853 | -2.3839571387507 -2.3839571387507
X10013 | -1.7633199999109 -1.7633199999109
X2541 | -2.8375843924005 -2.8375843924005
X4796 | -0.150027393596297 -0.150027393596297
X1571 | -2.6368503884878 -2.6368503884878
X111 | -1.04344243300149 -1.04344243300149
X2118 | -1.9949386885855 -1.9949386885855
X9629 | -0.416055227396996 -0.416055227396996
X3608 | -1.3739272432868 -1.3739272432868
X9322 | -2.0260386499576 -2.0260386499576
X3031 | -0.205656224163299 -0.205656224163299
X1532 | -0.236536245094598 -0.236536245094598
X3703 | -0.331060296390199 -0.331060296390199
X9403 | -1.3315928012598 -1.3315928012598
X1091 | -0.618751842062899 -0.618751842062899
X3047 | -1.41915595787579 -1.41915595787579
X9055 | -2.5597398465034 -2.5597398465034
X9054 | -2.9673722872976 -2.9673722872976
