X6018 | -0.303577885497404 -0.303577885497404
X3274 | -0.715164308203406 -0.715164308203406
X11220 | -1.27737619634721 -1.27737619634721
X10268 | -2.9256468806416 -2.9256468806416
X708 | -2.20970143354501 -2.20970143354501
X2134 | -1.927437762497 -1.927437762497
X10653 | -0.858762205112804 -0.858762205112804
X4096 | -0.952096473192803 -0.952096473192803
X9987 | -2.78700525057511 -2.78700525057511
X10261 | -2.9622958127875 -2.9622958127875
X4374 | -2.6220014824067 -2.6220014824067
X1714 | -2.9877143148333 -2.9877143148333
X8874 | -1.352872888092 -1.352872888092
X10059 | -0.117853108327907 -0.117853108327907
X10172 | -1.5616383051966 -1.5616383051966
X3527 | -0.121514901984504 -0.121514901984504
X7801 | -0.358913691714505 -0.358913691714505
X7800 | -1.3463606054429 -1.3463606054429
X9386 | -0.343736961018301 -0.343736961018301
X8941 | -2.85916786361491 -2.85916786361491
X2151 | -1.56883705593651 -1.56883705593651
X373 | -0.288177746348104 -0.288177746348104
X716 | -1.83346603391701 -1.83346603391701
X11596 | -0.053584747715 -0.053584747715
X9960 | -1.4984837193043 -1.4984837193043
X9749 | -0.437344615347705 -0.437344615347705
X11364 | -0.100923182442806 -0.100923182442806
X10260 | -0.796048128744602 -0.796048128744602
X10785 | -2.8218639004045 -2.8218639004045
X10069 | -2.2648112203461 -2.2648112203461
X11644 | -1.002360367449 -1.002360367449
X5122 | -1.4946054832545 -1.4946054832545
X5379 | -1.43800797918821 -1.43800797918821
X10539 | -2.9123716168106 -2.9123716168106
X10149 | -0.684125536820005 -0.684125536820005
X7226 | -2.82560562947771 -2.82560562947771
X9937 | -2.0883330646903 -2.0883330646903
X9393 | -1.8340716194362 -1.8340716194362
X1499 | -2.2857722451445 -2.2857722451445
X7945 | -1.2970625921153 -1.2970625921153
X7944 | -2.71579245803881 -2.71579245803881
X11640 | -1.5824660828803 -1.5824660828803
X3876 | -0.702623100718505 -0.702623100718505
X10548 | -2.8701842101291 -2.8701842101291
X2964 | -2.1554772639648 -2.1554772639648
X3874 | -0.195130095351502 -0.195130095351502
X9118 | -0.388799466658405 -0.388799466658405
X4635 | -2.0762542064768 -2.0762542064768
X3968 | -2.6629599260632 -2.6629599260632
X9421 | -0.627582830144107 -0.627582830144107
X2991 | -2.7995723036584 -2.7995723036584
X3232 | -0.961787763750202 -0.961787763750202
X3084 | -1.3935738794972 -1.3935738794972
X4580 | -0.0493977321312045 -0.0493977321312045
X1764 | -1.1340616629459 -1.1340616629459
X9673 | -1.3560571353883 -1.3560571353883
X5875 | -2.0263757323847 -2.0263757323847
X528 | -1.39790459163491 -1.39790459163491
X11673 | -1.94233202096081 -1.94233202096081
X10720 | -2.9642436224968 -2.9642436224968
X9398 | -2.7899801465683 -2.7899801465683
X10670 | -0.0460200165399058 -0.0460200165399058
X10339 | -2.36472545424481 -2.36472545424481
X10929 | -2.9267990312074 -2.9267990312074
X650 | -1.0879963499029 -1.0879963499029
X2589 | -0.378357087029201 -0.378357087029201
X3365 | -0.870076436083806 -0.870076436083806
X2365 | -2.4847904336639 -2.4847904336639
X5923 | -2.93499347101901 -2.93499347101901
X911 | -0.0942401066423031 -0.0942401066423031
X3363 | -0.0295369089582067 -0.0295369089582067
X11010 | -1.65372007107371 -1.65372007107371
X7982 | -0.0969643900171064 -0.0969643900171064
X4304 | -2.90951856086041 -2.90951856086041
X7650 | -0.2916827879381 -0.2916827879381
X11902 | -0.646051563089806 -0.646051563089806
X10427 | -2.96349774207921 -2.96349774207921
X6904 | -1.7717213861179 -1.7717213861179
X5726 | -1.0956921328325 -1.0956921328325
