X4595 | -0.717002352001202 -0.717002352001202
X7712 | -2.9638459451963 -2.9638459451963
X7637 | -0.865739017026499 -0.865739017026499
X11679 | -0.667053305776804 -0.667053305776804
X10994 | -2.774922807701 -2.774922807701
X11725 | -0.00170540018010001 -0.00170540018010001
X1857 | -0.614035863429301 -0.614035863429301
X11466 | -1.8046622306574 -1.8046622306574
X77 | -2.8819141597487 -2.8819141597487
X10531 | -0.0791408191435039 -0.0791408191435039
X10919 | -0.703621323220503 -0.703621323220503
X9013 | -2.3227449757979 -2.3227449757979
X9022 | -0.395104169379998 -0.395104169379998
X11570 | -1.0937187604141 -1.0937187604141
X10333 | -1.6893110065721 -1.6893110065721
X3991 | -2.3523106751964 -2.3523106751964
X5626 | -0.377191284438602 -0.377191284438602
X8784 | -2.8486121285241 -2.8486121285241
X8873 | -0.936990198679304 -0.936990198679304
X7962 | -0.562337196199302 -0.562337196199302
X11087 | -0.560535615077299 -0.560535615077299
X6689 | -1.7970192802605 -1.7970192802605
X6010 | -1.7135362902191 -1.7135362902191
X10912 | -0.862931272946298 -0.862931272946298
X2392 | -1.4792966195383 -1.4792966195383
X3383 | -2.5334477741272 -2.5334477741272
X7041 | -1.11781259696 -1.11781259696
X1459 | -2.3650572386105 -2.3650572386105
X5866 | 0 0
X10697 | -0.348553535062898 -0.348553535062898
X1435 | -0.559660679893604 -0.559660679893604
X10937 | -0.810749561525903 -0.810749561525903
X10508 | -2.9139355605003 -2.9139355605003
X10496 | -1.6402380529326 -1.6402380529326
X10500 | -1.4225321004633 -1.4225321004633
X5675 | -1.4594329758548 -1.4594329758548
X4737 | -0.203718754230103 -0.203718754230103
X6614 | -0.745632562553503 -0.745632562553503
X2387 | -2.4876151622739 -2.4876151622739
X843 | -0.212304669432399 -0.212304669432399
X864 | -2.3368845186197 -2.3368845186197
X11150 | -0.00733299390419972 -0.00733299390419972
X3701 | -2.9097356249113 -2.9097356249113
X1838 | -2.9623781670817 -2.9623781670817
X3885 | -1.5016397223808 -1.5016397223808
X10573 | -2.3953860697803 -2.3953860697803
X9935 | -2.1857317322865 -2.1857317322865
X11344 | -2.7252394810785 -2.7252394810785
X12028 | -0.805261535570104 -0.805261535570104
X10372 | -2.5613814136014 -2.5613814136014
X8560 | -2.7311745174229 -2.7311745174229
X9745 | -2.2428500626702 -2.2428500626702
X9209 | -0.871349165216103 -0.871349165216103
X1380 | -2.7693136632443 -2.7693136632443
X7372 | -2.8363496046514 -2.8363496046514
X1438 | -0.507733077043703 -0.507733077043703
X2135 | -0.00741403433499954 -0.00741403433499954
X11167 | -2.3333549886011 -2.3333549886011
X181 | -0.133327111601901 -0.133327111601901
X4348 | -1.3667169290129 -1.3667169290129
X9242 | -1.8519356616307 -1.8519356616307
X1352 | -2.3421699644532 -2.3421699644532
X1093 | -0.384830823401003 -0.384830823401003
X11756 | -0.00907078804450379 -0.00907078804450379
X7697 | -0.290568534051999 -0.290568534051999
X11559 | -0.226763208629599 -0.226763208629599
X7552 | -0.0995195056311999 -0.0995195056311999
X1244 | -0.0259034545161043 -0.0259034545161043
X6590 | -0.0132069177926013 -0.0132069177926013
X11238 | -0.0398132696282048 -0.0398132696282048
X11709 | -1.3206214250531 -1.3206214250531
X7698 | -1.3237180542201 -1.3237180542201
X7699 | -1.4005869333633 -1.4005869333633
X11120 | -1.7744507321623 -1.7744507321623
X2396 | -2.0625930936076 -2.0625930936076
X5522 | -0.914421717636301 -0.914421717636301
X6349 | -2.8206446701661 -2.8206446701661
X5326 | -0.296670145355201 -0.296670145355201
X10352 | -2.7169356504456 -2.7169356504456
X4973 | -0.796871846309003 -0.796871846309003
X7684 | -2.8893651079852 -2.8893651079852
X11181 | -1.8946073635016 -1.8946073635016
X3094 | -0.939996809000199 -0.939996809000199
X518 | -1.2025157769677 -1.2025157769677
X4177 | -1.5206705261954 -1.5206705261954
X11687 | -1.1618506852538 -1.1618506852538
X11039 | -0.318755933549298 -0.318755933549298
X1950 | -2.1956782748457 -2.1956782748457
X9102 | -0.121050484478502 -0.121050484478502
X10315 | -2.8883561189287 -2.8883561189287
X10686 | -2.854871058371 -2.854871058371
X6291 | -1.2917813861277 -1.2917813861277
X4552 | -2.8137571569533 -2.8137571569533
X9381 | -2.9665884815622 -2.9665884815622
X10224 | -0.293874234426802 -0.293874234426802
X11441 | -2.6651865304448 -2.6651865304448
X7914 | -0.0681453659200031 -0.0681453659200031
X11759 | -0.121734305285003 -0.121734305285003
X11259 | -0.465389319229899 -0.465389319229899
X10108 | -1.3520619662013 -1.3520619662013
X2979 | -1.3801279384643 -1.3801279384643
X922 | -2.8720320740249 -2.8720320740249
X6392 | -2.5550770119299 -2.5550770119299
X9208 | -0.324356851167998 -0.324356851167998
X4936 | -1.5786005628761 -1.5786005628761
X2140 | -2.8082179755438 -2.8082179755438
X11896 | -0.527291287668099 -0.527291287668099
X11575 | -1.9960742534604 -1.9960742534604
X5901 | -0.9944593864493 -0.9944593864493
X9179 | -2.8369645185303 -2.8369645185303
X2799 | -1.24780428526 -1.24780428526
X10289 | -1.9389096528758 -1.9389096528758
X2203 | -1.2422762343195 -1.2422762343195
X501 | -0.823731365147999 -0.823731365147999
X2471 | -1.5384488250129 -1.5384488250129
X12336 | -0.1510278261267 -0.1510278261267
X11252 | -0.4881464287173 -0.4881464287173
X3821 | -1.0256576102693 -1.0256576102693
X10460 | -0.0632682703435989 -0.0632682703435989
X11223 | -0.037078341236402 -0.037078341236402
X9420 | -1.2523144546431 -1.2523144546431
X11980 | -0.635423209983898 -0.635423209983898
X11513 | -0.282438122900203 -0.282438122900203
X7814 | -1.5193263182883 -1.5193263182883
X7322 | -2.9557326973882 -2.9557326973882
X2852 | -2.605695735896 -2.605695735896
X8321 | -2.8584712422453 -2.8584712422453
X11002 | -0.5175415766426 -0.5175415766426
X1555 | -0.3682431110647 -0.3682431110647
X11775 | -2.5570379351266 -2.5570379351266
X2723 | -2.8157435359899 -2.8157435359899
X9714 | -2.2441819771193 -2.2441819771193
X3708 | -2.8568963538856 -2.8568963538856
X4870 | -0.562471300363605 -0.562471300363605
X781 | -0.384079044917598 -0.384079044917598
X3922 | -1.0424138247036 -1.0424138247036
X685 | -0.0344010670670016 -0.0344010670670016
X5069 | -2.4439940876328 -2.4439940876328
X7174 | -1.4076001814101 -1.4076001814101
X5235 | -0.9405382708647 -0.9405382708647
X10899 | -1.2141106012278 -1.2141106012278
X5448 | -2.7555545128417 -2.7555545128417
X11033 | -0.878734615165804 -0.878734615165804
X10459 | -1.5865426375531 -1.5865426375531
X8818 | -1.4124116466847 -1.4124116466847
X11373 | -1.6512566045858 -1.6512566045858
X6376 | -0.831711444072504 -0.831711444072504
X5150 | -1.9423271657434 -1.9423271657434
X11783 | -0.591659733094303 -0.591659733094303
X11272 | -0.412370373029304 -0.412370373029304
X640 | -2.8753522108309 -2.8753522108309
X345 | -1.7529514320195 -1.7529514320195
X5013 | -0.114830036647703 -0.114830036647703
X5364 | -2.878139707027 -2.878139707027
X2076 | -1.3724526402075 -1.3724526402075
X3303 | -2.8934869912919 -2.8934869912919
X10953 | -1.6769712686073 -1.6769712686073
X9330 | -1.4915647970047 -1.4915647970047
X1419 | -1.6155426814221 -1.6155426814221
X10832 | -0.442579192807898 -0.442579192807898
X9610 | -2.8151015492622 -2.8151015492622
X9097 | -2.905788653763 -2.905788653763
X4685 | -1.567993357312 -1.567993357312
X10627 | -2.478113705758 -2.478113705758
X7054 | -2.6192125689704 -2.6192125689704
X9078 | -2.8219721554779 -2.8219721554779
X10054 | -1.6720838535112 -1.6720838535112
X8225 | -2.2552803859581 -2.2552803859581
X11508 | -1.1792175436858 -1.1792175436858
X12060 | -0.0138134099543024 -0.0138134099543024
X12179 | -0.263687704922702 -0.263687704922702
X11755 | -1.0527374208905 -1.0527374208905
X10534 | -0.1285641775467 -0.1285641775467
X7107 | -2.7184469376225 -2.7184469376225
X9433 | -0.382159201428301 -0.382159201428301
X5955 | -0.161922681145398 -0.161922681145398
X10693 | -2.3354688312393 -2.3354688312393
X4766 | -2.4836764878128 -2.4836764878128
X3506 | -2.4964193303604 -2.4964193303604
X6601 | -1.3071689454373 -1.3071689454373
X8597 | -1.3168587782421 -1.3168587782421
X1823 | -0.605099982814899 -0.605099982814899
X3727 | -2.8091135497671 -2.8091135497671
X9057 | -2.8813482394908 -2.8813482394908
